customerkey,geographykey,fullname,gender,yearlyincome,datefirstpurchase,city,state,region,postalcode
26411,232,MarioXu,M,110000,01-03-2022,Birmingham,England,United Kingdom,B29 6SL
26412,211,KateChande,F,80000,22-10-2022,Les Ulis,Essonne,France,91940
26413,210,RebekahRomero,F,80000,22-10-2022,Saint Ouen,Somme,France,80610
26414,159,GeorgePatel,M,120000,06-02-2022,München,Nordrhein-Westfalen,Germany,80074
26415,132,LatoyaLal,F,90000,19-01-2023,Hamburg,Hessen,Germany,22001
26416,245,AmyZhao,F,130000,09-07-2022,London,England,United Kingdom,E17 6JF
26417,263,DustinRai,M,130000,03-06-2022,Oxford,England,United Kingdom,OX14 4SE
26418,202,RafaelChande,M,90000,07-07-2022,Paris,Seine (Paris),France,75016
26419,163,GeoffreySuri,M,100000,24-06-2022,Berlin,Saarland,Germany,12171
26420,176,BobKapoor,M,110000,07-02-2022,Stuttgart,Saarland,Germany,70452
26421,21,AllisonPeterson,F,60000,23-10-2022,Caloundra,Queensland,Australia,4551
26422,40,PedroSuri,M,70000,17-05-2021,Warrnambool,Victoria,Australia,3280
26423,33,HectorGutierrez,M,70000,23-05-2021,Cranbourne,Victoria,Australia,3977
26424,33,KaylaWhite,F,60000,03-03-2022,Cranbourne,Victoria,Australia,3977
26425,5,JanelleMalhotra,F,70000,30-08-2022,Lane Cove,New South Wales,Australia,1597
26426,28,HeidiMalhotra,F,70000,05-12-2022,Cloverdale,South Australia,Australia,6105
26427,37,AliciaXie,F,70000,20-11-2022,Seaford,Victoria,Australia,3198
26428,33,ColinMa,M,70000,16-09-2022,Cranbourne,Victoria,Australia,3977
26429,28,ReginaldOrtega,M,80000,28-05-2021,Cloverdale,South Australia,Australia,6105
26430,30,PaulaSanz,F,70000,22-09-2022,Perth,South Australia,Australia,6006
26431,5,ShaunRai,M,60000,15-12-2022,Lane Cove,New South Wales,Australia,1597
26432,25,IsabelSimmons,F,80000,26-04-2022,Hervey Bay,Queensland,Australia,4655
26433,15,NelsonRubio,M,90000,10-05-2021,Silverwater,New South Wales,Australia,2264
26434,18,MalloryRomero,F,90000,21-06-2022,Sydney,New South Wales,Australia,1002
26435,32,YolandaGoel,F,90000,26-05-2021,Bendigo,Victoria,Australia,3550
26436,32,BrianaCarlson,F,110000,05-05-2021,Bendigo,Victoria,Australia,3550
26437,26,TiffanyZhu,F,110000,26-05-2021,Rockhampton,Queensland,Australia,4700
26438,7,AlishaShen,F,130000,11-05-2021,Malabar,New South Wales,Australia,2036
26439,21,IsaacMorris,M,100000,04-05-2021,Caloundra,Queensland,Australia,4551
26440,35,DevinGreen,M,100000,17-05-2021,Melbourne,Victoria,Australia,3000
26441,26,RandyLu,M,80000,22-12-2022,Rockhampton,Queensland,Australia,4700
26442,8,BarbaraHuang,F,120000,04-05-2021,Matraville,New South Wales,Australia,2036
26443,27,KathrynShe,F,100000,16-05-2021,Townsville,Queensland,Australia,4810
26444,11,PamelaLopez,F,100000,22-05-2021,North Ryde,New South Wales,Australia,2113
26445,21,AidanFoster,M,110000,19-05-2021,Caloundra,Queensland,Australia,4551
26446,9,JamieMuñoz,M,130000,24-01-2023,Milsons Point,New South Wales,Australia,2061
26447,26,NoahRussell,M,110000,05-06-2021,Rockhampton,Queensland,Australia,4700
26448,611,KaraYuan,F,30000,26-08-2022,Bremerton,Washington,United States,98312
26449,60,JaredGray,M,30000,27-03-2022,Port Hammond,British Columbia,Canada,V6B 3P7
26450,548,LaurenRamirez,F,30000,15-10-2022,Salem,Oregon,United States,97301
26451,641,MariahPerry,F,40000,15-07-2022,Spokane,Washington,United States,99202
26452,383,JamesMartinez,M,50000,11-04-2022,West Covina,California,United States,91791
26453,546,ColePeterson,M,50000,08-10-2022,Oregon City,Oregon,United States,97045
26454,634,SebastianCox,M,50000,27-07-2022,Redmond,Washington,United States,98052
26455,623,SamuelCarter,M,60000,28-05-2022,Kirkland,Washington,United States,98033
26456,60,XavierPeterson,M,60000,20-11-2022,Port Hammond,British Columbia,Canada,V6B 3P7
26457,553,SydneyMoore,F,60000,11-03-2022,Woodburn,Oregon,United States,97071
26458,314,RyanMoore,M,60000,07-06-2022,Daly City,California,United States,94015
26459,632,AngelicaHayes,F,60000,26-08-2022,Port Orchard,Washington,United States,98366
26460,552,GabriellaCook,F,60000,16-01-2023,W. Linn,Oregon,United States,97068
26461,59,BrookeHoward,F,60000,31-12-2022,Oak Bay,British Columbia,Canada,V8P
26462,609,LaurenKelly,F,60000,15-09-2022,Bellingham,Washington,United States,98225
26463,609,AlexaRogers,F,60000,26-09-2022,Bellingham,Washington,United States,98225
26464,631,AlexandriaGriffin,F,40000,28-10-2022,Olympia,Washington,United States,98501
26465,336,AndreaEvans,F,50000,14-03-2022,Lincoln Acres,California,United States,91950
26466,536,KevinTurner,M,50000,03-06-2022,Beaverton,Oregon,United States,97005
26468,345,AlyssaBrown,F,50000,08-02-2022,Newport Beach,California,United States,92625
26469,299,JoyAlvarez,F,50000,05-03-2022,Berkeley,California,United States,94704
26470,339,MarcusCooper,M,50000,15-03-2022,Mill Valley,California,United States,94941
26471,358,EdwardPerez,M,50000,28-08-2022,San Carlos,California,United States,94070
26472,372,DavidHughes,M,50000,20-03-2022,Spring Valley,California,United States,91977
26473,548,AnnaWood,F,50000,05-08-2022,Salem,Oregon,United States,97301
26474,60,MackenzieMorris,F,60000,25-07-2022,Port Hammond,British Columbia,Canada,V6B 3P7
26475,345,IsabellaGonzalez,F,30000,17-06-2022,Newport Beach,California,United States,92625
26476,315,JordanJai,M,30000,07-08-2022,Downey,California,United States,90241
26477,302,JoelRana,M,40000,08-10-2022,Burlingame,California,United States,94010
26478,314,SaraCollins,F,40000,17-07-2022,Daly City,California,United States,94015
26479,310,KatherineCook,F,40000,07-10-2022,Colma,California,United States,94014
26480,347,JacquelinePatterson,F,20000,13-02-2022,Novato,California,United States,94947
26481,331,LukeYoung,M,30000,19-04-2021,La Jolla,California,United States,92806
26482,62,SydneyHill,F,30000,20-05-2021,Royal Oak,British Columbia,Canada,V8X
26483,315,TaylorWard,F,30000,22-07-2022,Downey,California,United States,90241
26484,298,FernandoPatterson,M,40000,28-04-2021,Bellflower,California,United States,90706
26485,635,JasonBryant,M,40000,01-04-2021,Renton,Washington,United States,98055
26486,338,AndreaCook,F,40000,24-04-2021,Los Angeles,California,United States,90012
26487,536,VincentMa,M,70000,16-04-2021,Beaverton,Oregon,United States,97005
26488,49,JuliaRodriguez,F,40000,23-02-2022,Cliffside,British Columbia,Canada,V8Y 1L1
26489,300,JordanCollins,M,70000,02-02-2022,Beverly Hills,California,United States,90210
26490,385,AntonioSimmons,M,70000,14-04-2021,Woodland Hills,California,United States,91364
26491,609,RileySanchez,F,70000,09-05-2021,Bellingham,Washington,United States,98225
26492,310,RyanRodriguez,M,70000,23-04-2022,Colma,California,United States,94014
26493,609,LawrenceRamos,M,70000,17-02-2022,Bellingham,Washington,United States,98225
26494,312,NicholasWhite,M,70000,05-10-2022,Coronado,California,United States,92118
26495,49,AllisonBaker,F,40000,15-09-2022,Cliffside,British Columbia,Canada,V8Y 1L1
26496,70,CassidyGriffin,F,40000,26-05-2021,Westminster,British Columbia,Canada,V3L 1E7
26497,618,KarenSanchez,F,60000,30-09-2022,Issaquah,Washington,United States,98027
26498,635,EthanHayes,M,60000,18-06-2022,Renton,Washington,United States,98055
26499,298,ReneeRuiz,F,60000,17-05-2021,Bellflower,California,United States,90706
26500,300,BillyRuiz,M,60000,07-09-2022,Beverly Hills,California,United States,90210
26501,310,AllisonParker,F,60000,04-10-2022,Colma,California,United States,94014
26502,311,TaylorBrown,F,60000,04-09-2022,Concord,California,United States,94519
26503,55,JeremiahTownsend,M,40000,03-06-2021,Newton,British Columbia,Canada,V2L3W8
26504,62,JenniferRobinson,F,40000,14-06-2021,Royal Oak,British Columbia,Canada,V8X
26505,62,JenniferWright,F,40000,04-02-2022,Royal Oak,British Columbia,Canada,V8X
26506,607,RuthSrini,F,60000,23-02-2022,Ballard,Washington,United States,98107
26507,612,AbhijitThakur,F,60000,02-06-2022,Burien,Washington,United States,98168
26508,618,MarcusRoss,M,60000,10-05-2022,Issaquah,Washington,United States,98027
26509,642,SethTaylor,M,60000,19-05-2021,Tacoma,Washington,United States,98403
26510,335,JackScott,M,60000,23-05-2021,Lemon Grove,California,United States,91945
26511,385,CharlesWeisman,M,70000,21-05-2021,Woodland Hills,California,United States,91364
26512,52,ChristinaCooper,F,40000,06-06-2021,Langley,British Columbia,Canada,V3A 4R2
26513,609,StacyMoreno,F,60000,02-05-2021,Bellingham,Washington,United States,98225
26514,326,CameronPowell,M,70000,17-06-2022,Grossmont,California,United States,91941
26515,326,ZoeWatson,F,70000,21-08-2022,Grossmont,California,United States,91941
26516,329,JillPerry,F,70000,13-07-2022,Imperial Beach,California,United States,91932
26517,329,MelanieGriffin,F,70000,21-03-2022,Imperial Beach,California,United States,91932
26518,337,MarcusLee,M,70000,11-10-2022,Long Beach,California,United States,90802
26519,374,BriannaWood,F,80000,26-08-2022,Torrance,California,United States,90505
26520,614,ChloeRamirez,F,60000,24-05-2021,Edmonds,Washington,United States,98020
26521,633,NathanTaylor,M,60000,07-05-2021,Puyallup,Washington,United States,98371
26522,641,LoganThompson,M,60000,06-08-2022,Spokane,Washington,United States,99202
26523,299,CaseyRaji,F,60000,18-10-2022,Berkeley,California,United States,94704
26524,329,AnthonyRobinson,M,60000,19-12-2022,Imperial Beach,California,United States,91932
26525,383,JeremyBell,M,70000,16-09-2022,West Covina,California,United States,91791
26526,334,BlakeColeman,M,70000,24-10-2022,Lakewood,California,United States,90712
26527,43,OscarHayes,M,70000,28-07-2022,Burnaby,British Columbia,Canada,V3J 6Z3
26528,614,SamuelGarcia,M,60000,29-12-2022,Edmonds,Washington,United States,98020
26529,69,JasmineDavis,F,70000,21-07-2021,Victoria,British Columbia,Canada,V8V
26530,542,RileyMorgan,F,70000,23-05-2021,Lake Oswego,Oregon,United States,97034
26531,302,JeremyReed,M,70000,23-05-2022,Burlingame,California,United States,94010
26532,311,AngelaBarnes,F,80000,24-05-2021,Concord,California,United States,94519
26533,52,XavierMitchell,M,80000,29-08-2021,Langley,British Columbia,Canada,V3A 4R2
26534,348,FernandoSmith,M,90000,06-05-2021,Oakland,California,United States,94611
26535,632,KellyPerry,F,90000,09-09-2022,Port Orchard,Washington,United States,98366
26536,325,KatherineThomas,F,100000,10-05-2021,Glendale,California,United States,91203
26537,644,WyattPerez,M,100000,18-05-2021,Walla Walla,Washington,United States,99362
26538,298,WarrenBlack,M,110000,19-05-2021,Bellflower,California,United States,90706
26539,302,FaithHayes,F,130000,12-05-2021,Burlingame,California,United States,94010
26540,310,JadaSanchez,F,170000,29-05-2021,Colma,California,United States,94014
26541,311,AlexisButler,F,40000,19-05-2022,Concord,California,United States,94519
26542,607,JamieTorres,M,40000,13-04-2022,Ballard,Washington,United States,98107
26543,21,SusanGuo,F,10000,15-02-2022,Caloundra,Queensland,Australia,4551
26544,614,RileyRamirez,F,30000,08-05-2022,Edmonds,Washington,United States,98020
26545,315,TaylorRoss,F,60000,14-05-2021,Downey,California,United States,90241
26546,329,MiguelBennett,M,60000,01-05-2021,Imperial Beach,California,United States,91932
26547,7,BarbaraBeck,F,30000,18-06-2021,Malabar,New South Wales,Australia,2036
26548,7,CaseySuarez,M,20000,23-06-2021,Malabar,New South Wales,Australia,2036
26549,15,JamieSanz,M,20000,25-06-2021,Silverwater,New South Wales,Australia,2264
26550,612,AlexMorris,M,40000,03-08-2022,Burien,Washington,United States,98168
26551,545,NoahMoore,M,40000,13-02-2022,Milwaukie,Oregon,United States,97222
26552,631,JudithTurner,F,40000,21-06-2022,Olympia,Washington,United States,98501
26553,634,KaylaPowell,F,40000,14-12-2022,Redmond,Washington,United States,98052
26554,301,MichaelGarcia,M,60000,01-11-2022,Burbank,California,United States,91502
26555,345,JeremyPerry,M,70000,15-08-2022,Newport Beach,California,United States,92625
26556,539,JeremyCooper,M,60000,18-05-2022,Corvallis,Oregon,United States,97330
26557,312,KatelynMorgan,F,60000,11-05-2022,Coronado,California,United States,92118
26558,28,HollyGarcia,F,10000,09-07-2022,Cloverdale,South Australia,Australia,6105
26559,3,MarshallYe,M,10000,15-05-2022,Darlinghurst,New South Wales,Australia,2010
26560,10,LindseyShen,F,20000,10-06-2021,Newcastle,New South Wales,Australia,2300
26561,32,HannahLewis,F,20000,12-06-2021,Bendigo,Victoria,Australia,3550
26562,2,EdwardWilson,M,40000,12-06-2021,Coffs Harbour,New South Wales,Australia,2450
26563,40,KeithShe,M,40000,29-06-2021,Warrnambool,Victoria,Australia,3280
26564,32,FranklinChen,M,40000,28-01-2023,Bendigo,Victoria,Australia,3550
26565,2,GabrielMitchell,M,40000,31-12-2022,Coffs Harbour,New South Wales,Australia,2450
26566,39,CrystalChen,F,40000,08-06-2021,Sunbury,Victoria,Australia,3429
26567,6,MicheleRai,F,80000,07-06-2021,Lavender Bay,New South Wales,Australia,2060
26568,38,NancyKovar,F,80000,15-06-2021,South Melbourne,Victoria,Australia,3205
26569,25,MichelleSanchez,F,80000,15-06-2021,Hervey Bay,Queensland,Australia,4655
26570,18,HunterGonzales,M,80000,18-06-2021,Sydney,New South Wales,Australia,1002
26571,22,LaceyPal,F,80000,14-06-2021,East Brisbane,Queensland,Australia,4169
26572,66,JessicaRussell,F,40000,31-10-2021,Sooke,British Columbia,Canada,V0
26573,641,SamanthaClark,F,40000,04-02-2022,Spokane,Washington,United States,99202
26574,300,JordanAllen,M,40000,10-11-2022,Beverly Hills,California,United States,90210
26575,302,ToniGonzalez,F,40000,10-05-2021,Burlingame,California,United States,94010
26576,335,KaitlynRobinson,F,60000,31-05-2022,Lemon Grove,California,United States,91945
26577,339,CindyEdwards,F,60000,01-06-2022,Mill Valley,California,United States,94941
26578,339,JeremyWhite,M,60000,28-10-2022,Mill Valley,California,United States,94941
26579,369,HunterHayes,M,50000,23-05-2021,Santa Monica,California,United States,90401
26580,548,PaigeRamirez,F,50000,03-01-2023,Salem,Oregon,United States,97301
26581,609,MariahPatterson,F,60000,22-05-2021,Bellingham,Washington,United States,98225
26582,49,FernandoMoore,M,60000,21-11-2021,Cliffside,British Columbia,Canada,V8Y 1L1
26583,369,JamesPatterson,M,60000,15-07-2022,Santa Monica,California,United States,90401
26584,644,BenjaminAlexander,M,60000,29-01-2022,Walla Walla,Washington,United States,99362
26585,10,AlejandroXu,M,80000,31-05-2021,Newcastle,New South Wales,Australia,2300
26586,611,AlexandraBaker,F,60000,16-07-2022,Bremerton,Washington,United States,98312
26587,13,MarioJohnsen,M,70000,06-06-2021,Port Macquarie,New South Wales,Australia,2444
26588,30,DustinPal,M,70000,09-07-2021,Perth,South Australia,Australia,6006
26589,13,JulieTang,F,70000,28-07-2021,Port Macquarie,New South Wales,Australia,2444
26590,3,JorgeGuo,M,100000,17-10-2022,Darlinghurst,New South Wales,Australia,2010
26591,34,AimeeChen,F,100000,18-07-2021,Geelong,Victoria,Australia,3220
26592,39,BrendaLopez,F,100000,26-05-2022,Sunbury,Victoria,Australia,3429
26593,329,EduardoCampbell,M,130000,18-12-2022,Imperial Beach,California,United States,91932
26594,348,MelissaWood,F,70000,07-06-2022,Oakland,California,United States,94611
26595,623,AlyssaBailey,F,70000,05-01-2023,Kirkland,Washington,United States,98033
26596,343,AntonioHayes,M,60000,09-06-2022,National City,California,United States,91950
26597,648,MadisonLewis,F,60000,09-01-2023,Yakima,Washington,United States,98901
26598,642,CharlesAdams,M,60000,04-02-2022,Tacoma,Washington,United States,98403
26599,385,AllisonReed,F,60000,11-02-2022,Woodland Hills,California,United States,91364
26600,355,MichelleGray,F,60000,15-05-2021,Redwood City,California,United States,94063
26601,347,KyleGonzalez,M,60000,18-05-2021,Novato,California,United States,94947
26602,335,NoahYang,M,70000,08-06-2021,Lemon Grove,California,United States,91945
26603,302,SheilaRuiz,F,70000,08-06-2021,Burlingame,California,United States,94010
26604,359,ElizabethWest,F,70000,13-06-2021,San Diego,California,United States,92102
26605,338,BrandonFoster,M,70000,25-01-2023,Los Angeles,California,United States,90012
26606,633,HannahHarris,F,60000,08-06-2021,Puyallup,Washington,United States,98371
26607,299,NataliePowell,F,60000,22-06-2021,Berkeley,California,United States,94704
26608,300,AaronNelson,M,60000,24-06-2021,Beverly Hills,California,United States,90210
26609,536,AbigailKelly,F,70000,17-06-2021,Beaverton,Oregon,United States,97005
26610,345,MaryPerez,F,70000,21-06-2021,Newport Beach,California,United States,92625
26611,311,KaylaHenderson,F,70000,06-06-2021,Concord,California,United States,94519
26612,299,JanetRomero,F,40000,20-10-2022,Berkeley,California,United States,94704
26613,302,PriscillaLal,F,40000,19-01-2023,Burlingame,California,United States,94010
26614,637,RichardRobinson,M,40000,16-06-2021,Seattle,Washington,United States,98104
26615,60,DavidPowell,M,60000,07-11-2021,Port Hammond,British Columbia,Canada,V6B 3P7
26616,536,ColinGoel,M,40000,17-06-2021,Beaverton,Oregon,United States,97005
26617,369,IsaiahPeterson,M,60000,10-06-2021,Santa Monica,California,United States,90401
26618,368,AmandaMorris,F,60000,03-06-2021,Santa Cruz,California,United States,95062
26619,631,ThomasHill,M,60000,01-06-2021,Olympia,Washington,United States,98501
26620,63,IsabellaGreen,F,50000,27-01-2020,Shawnee,British Columbia,Canada,V8Z 4N5
26621,536,SarahWood,F,50000,01-10-2022,Beaverton,Oregon,United States,97005
26622,614,JanHoward,F,50000,12-06-2021,Edmonds,Washington,United States,98020
26623,618,AlexandraRoss,F,50000,20-06-2021,Issaquah,Washington,United States,98027
26624,637,ElizabethRussell,F,50000,26-06-2021,Seattle,Washington,United States,98104
26625,553,LaurenBarnes,F,60000,21-06-2021,Woodburn,Oregon,United States,97071
26626,302,DaltonTaylor,M,60000,05-06-2021,Burlingame,California,United States,94010
26627,312,JoseAlexander,M,60000,24-06-2021,Coronado,California,United States,92118
26628,641,LucasLee,M,40000,12-05-2022,Spokane,Washington,United States,99202
26629,53,MirandaPrice,F,60000,16-02-2020,Metchosin,British Columbia,Canada,V9
26630,64,VanessaPowell,F,60000,21-04-2020,Shawnee,British Columbia,Canada,V9B 2C3
26631,345,IsaiahStewart,M,60000,09-06-2021,Newport Beach,California,United States,92625
26632,609,IsabellaMoore,F,60000,15-06-2021,Bellingham,Washington,United States,98225
26633,338,GabrielleWard,F,60000,01-06-2021,Los Angeles,California,United States,90012
26634,347,DevinWalker,M,60000,31-05-2021,Novato,California,United States,94947
26635,326,JasmineHarris,F,60000,09-06-2021,Grossmont,California,United States,91941
26636,539,MiguelWalker,M,60000,26-07-2022,Corvallis,Oregon,United States,97330
26637,316,ThomasRobinson,M,60000,02-01-2023,El Cajon,California,United States,92020
26638,642,OliviaFlores,F,70000,10-06-2021,Tacoma,Washington,United States,98403
26639,311,RileyDiaz,F,70000,04-08-2022,Concord,California,United States,94519
26640,49,EduardoLopez,M,70000,28-04-2020,Cliffside,British Columbia,Canada,V8Y 1L1
26641,298,ArturoXie,M,80000,05-06-2021,Bellflower,California,United States,90706
26642,552,GabrielleEvans,F,80000,06-06-2021,W. Linn,Oregon,United States,97068
26643,66,BenjaminMiller,M,60000,27-05-2020,Sooke,British Columbia,Canada,V0
26644,632,JennaHernandez,F,60000,17-06-2021,Port Orchard,Washington,United States,98366
26645,311,MorganRichardson,F,60000,03-06-2021,Concord,California,United States,94519
26646,348,JordynPerry,F,60000,17-06-2021,Oakland,California,United States,94611
26647,368,JasmineSimmons,F,60000,26-06-2021,Santa Cruz,California,United States,95062
26648,300,RileyRogers,F,70000,05-11-2022,Beverly Hills,California,United States,90210
26649,311,EmilyPerry,F,80000,30-05-2021,Concord,California,United States,94519
26650,336,KevinCollins,M,80000,16-06-2021,Lincoln Acres,California,United States,91950
26651,39,GregoryNara,M,80000,22-07-2021,Sunbury,Victoria,Australia,3429
26652,36,BruceMoreno,M,80000,07-07-2021,Melton,Victoria,Australia,3337
26653,2,KayleeAllen,F,80000,12-07-2021,Coffs Harbour,New South Wales,Australia,2450
26654,32,KathleenJimenez,F,90000,28-07-2021,Bendigo,Victoria,Australia,3550
26655,27,KelvinSharma,M,90000,22-07-2021,Townsville,Queensland,Australia,4810
26656,23,AmandaHall,F,90000,21-07-2021,Gold Coast,Queensland,Australia,4217
26657,39,LucasHughes,M,90000,09-07-2021,Sunbury,Victoria,Australia,3429
26658,32,DarrylLiang,M,100000,14-07-2021,Bendigo,Victoria,Australia,3550
26659,24,KatrinaYuan,F,80000,11-01-2023,Hawthorne,Queensland,Australia,4171
26660,22,KernSutton,M,60000,25-07-2021,East Brisbane,Queensland,Australia,4169
26661,14,DawnZhu,F,60000,24-07-2021,Rhodes,New South Wales,Australia,2138
26662,40,LoriAlvarez,F,60000,02-08-2021,Warrnambool,Victoria,Australia,3280
26663,30,JoannaSerrano,F,60000,19-08-2021,Perth,South Australia,Australia,6006
26664,8,AmyZhu,F,70000,27-03-2022,Matraville,New South Wales,Australia,2036
26665,3,JésusVazquez,M,70000,25-05-2022,Darlinghurst,New South Wales,Australia,2010
26666,31,AshleeBeck,F,110000,24-08-2021,Hobart,Tasmania,Australia,7001
26667,36,JillianPatel,F,120000,02-08-2021,Melton,Victoria,Australia,3337
26668,6,ToniMadan,F,70000,04-04-2022,Lavender Bay,New South Wales,Australia,2060
26669,24,CurtisZeng,M,70000,15-05-2022,Hawthorne,Queensland,Australia,4171
26670,34,JerryJohnsen,M,70000,05-06-2022,Geelong,Victoria,Australia,3220
26671,26,ArthurPatel,M,80000,05-10-2022,Rockhampton,Queensland,Australia,4700
26672,12,KelliSharma,F,80000,26-10-2022,North Sydney,New South Wales,Australia,2055
26673,40,AustinAlexander,M,90000,17-08-2021,Warrnambool,Victoria,Australia,3280
26674,307,AshleyJackson,F,60000,18-07-2022,Chula Vista,California,United States,91910
26675,358,NatalieKing,F,60000,19-07-2022,San Carlos,California,United States,94070
26676,335,EmilyJenkins,F,60000,11-06-2021,Lemon Grove,California,United States,91945
26677,338,WilliamJohnson,M,80000,19-09-2022,Los Angeles,California,United States,90012
26678,54,MirandaHughes,F,80000,02-08-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
26679,635,NoahPerry,M,80000,15-07-2022,Renton,Washington,United States,98055
26680,627,MelissaPowell,F,80000,30-04-2022,Marysville,Washington,United States,98270
26681,337,ZacharyJackson,M,60000,20-06-2021,Long Beach,California,United States,90802
26682,54,RichardDiaz,M,90000,16-08-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
26683,68,MariahSimmons,F,90000,04-05-2020,Vancouver,British Columbia,Canada,V7L 4J4
26684,299,DustinAndersen,M,110000,12-06-2021,Berkeley,California,United States,94704
26685,345,NoahBaker,M,130000,12-10-2022,Newport Beach,California,United States,92625
26686,50,ChristianWashington,M,80000,20-10-2022,Haney,British Columbia,Canada,V2W 1W2
26687,609,MarshallXu,M,80000,02-07-2022,Bellingham,Washington,United States,98225
26688,611,BrittneyXu,F,80000,30-03-2022,Bremerton,Washington,United States,98312
26689,299,ArthurGill,M,110000,05-08-2022,Berkeley,California,United States,94704
26690,301,AlexiaBennett,F,110000,26-05-2022,Burbank,California,United States,91502
26691,301,TinaSuri,F,110000,19-02-2022,Burbank,California,United States,91502
26692,60,IsabellaBrown,F,70000,07-06-2020,Port Hammond,British Columbia,Canada,V6B 3P7
26693,68,CharlesPerez,M,70000,03-03-2022,Vancouver,British Columbia,Canada,V7L 4J4
26694,609,AaronHughes,M,80000,16-07-2021,Bellingham,Washington,United States,98225
26695,336,JocelynDiaz,F,80000,04-07-2021,Lincoln Acres,California,United States,91950
26696,609,RobynSuarez,F,80000,28-04-2022,Bellingham,Washington,United States,98225
26697,300,ManuelArun,M,100000,02-05-2022,Beverly Hills,California,United States,90210
26698,329,BrookeRivera,F,120000,26-07-2021,Imperial Beach,California,United States,91932
26699,49,JoanColeman,F,80000,30-04-2022,Cliffside,British Columbia,Canada,V8Y 1L1
26700,50,SydneyRamirez,F,80000,26-04-2022,Haney,British Columbia,Canada,V2W 1W2
26701,63,KatherineHill,F,80000,02-04-2022,Shawnee,British Columbia,Canada,V8Z 4N5
26702,609,CynthiaArun,F,90000,23-06-2022,Bellingham,Washington,United States,98225
26703,546,WyattMiller,M,100000,15-07-2021,Oregon City,Oregon,United States,97045
26704,300,FrankAlvarez,M,110000,12-11-2022,Beverly Hills,California,United States,90210
26705,361,EricJenkins,M,150000,13-07-2021,San Gabriel,California,United States,91776
26706,68,BaileyMitchell,F,70000,13-03-2022,Vancouver,British Columbia,Canada,V7L 4J4
26707,300,SydneyBrooks,F,110000,19-07-2022,Beverly Hills,California,United States,90210
26708,307,KatherineWashington,F,110000,30-06-2021,Chula Vista,California,United States,91910
26709,331,MaryKing,F,80000,10-10-2022,La Jolla,California,United States,92806
26710,361,JanGreen,F,60000,16-07-2021,San Gabriel,California,United States,91776
26711,301,MyaBryant,F,60000,11-07-2021,Burbank,California,United States,91502
26712,359,AshleyWilson,F,70000,31-07-2022,San Diego,California,United States,92102
26713,312,StephanieEdwards,F,70000,05-06-2022,Coronado,California,United States,92118
26714,607,AngelaLong,F,70000,18-05-2022,Ballard,Washington,United States,98107
26715,348,GabriellaBell,F,70000,09-10-2022,Oakland,California,United States,94611
26716,59,MeganSmith,F,30000,28-11-2022,Oak Bay,British Columbia,Canada,V8P
26717,536,DavidSimpson,M,40000,07-07-2021,Beaverton,Oregon,United States,97005
26718,337,RichardFlores,M,100000,08-07-2021,Long Beach,California,United States,90802
26719,536,TamaraLi,F,80000,17-07-2022,Beaverton,Oregon,United States,97005
26720,637,SethWatson,M,100000,08-08-2022,Seattle,Washington,United States,98104
26721,299,PaulaJimenez,F,100000,14-08-2022,Berkeley,California,United States,94704
26722,315,AlexandraMcDonald,F,110000,02-03-2022,Downey,California,United States,90241
26723,372,DevinKelly,M,170000,25-07-2021,Spring Valley,California,United States,91977
26724,548,SydneyEdwards,F,60000,19-07-2021,Salem,Oregon,United States,97301
26725,633,AlexisSmith,F,60000,18-07-2021,Puyallup,Washington,United States,98371
26726,614,DanielleRivera,F,60000,20-07-2021,Edmonds,Washington,United States,98020
26727,545,JoseClark,M,70000,13-07-2021,Milwaukie,Oregon,United States,97222
26728,368,ElijahRoberts,M,70000,17-07-2021,Santa Cruz,California,United States,95062
26729,612,BrianGray,M,70000,03-07-2021,Burien,Washington,United States,98168
26730,50,RachelSanchez,F,40000,07-10-2022,Haney,British Columbia,Canada,V2W 1W2
26731,343,EthanClark,M,40000,30-07-2021,National City,California,United States,91950
26732,358,MartinRienstra,M,40000,20-09-2022,San Carlos,California,United States,94070
26733,609,BenjaminSmith,M,40000,22-10-2022,Bellingham,Washington,United States,98225
26734,618,MorganPowell,F,40000,12-07-2021,Issaquah,Washington,United States,98027
26735,623,GraceWhite,F,40000,14-07-2021,Kirkland,Washington,United States,98033
26736,298,LaceyXu,F,30000,15-02-2022,Bellflower,California,United States,90706
26737,648,KatherineYoung,F,40000,31-05-2022,Yakima,Washington,United States,98901
26738,352,KatherineSimmons,F,40000,30-11-2022,Palo Alto,California,United States,94303
26739,10,CoreyShen,M,60000,04-03-2022,Newcastle,New South Wales,Australia,2300
26740,23,DonaldLopez,M,60000,24-08-2021,Gold Coast,Queensland,Australia,4217
26741,5,NicholePal,F,90000,12-08-2022,Lane Cove,New South Wales,Australia,1597
26742,34,JamesCollins,M,70000,02-10-2022,Geelong,Victoria,Australia,3220
26743,17,DerekChande,M,70000,13-08-2021,St. Leonards,New South Wales,Australia,2065
26744,21,MitchellYuan,M,60000,31-07-2021,Caloundra,Queensland,Australia,4551
26745,30,ValerieHuang,F,60000,22-08-2021,Perth,South Australia,Australia,6006
26746,20,AmberAdams,F,60000,07-08-2021,Brisbane,Queensland,Australia,4000
